dwc:scientificName,gbif:canonicalName,coreid,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:coordinateUncertaintyInMeters,dwc:county,idigbio:eventDate,idigbio:dataQualityScore,dwc:eventDate,dwc:fieldNumber,idigbio:flags,dwc:genus,idigbio:geoPoint,dwc:institutionCode,dwc:locality,evelation,dwc:recordNumber,dwc:verbatimEventDate,dwc:verbatimLocality
hemignathus obscurus,akialoa obscura,d943128b-4689-44ee-8863-830375ce6d27,preservedspecimen,37235,orn,henry wetherbee henshaw,,,14542.0,,1900-02-19T00:00:00+00:00,0.2753623188405797,1900-02-19,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_taxonrank_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",akialoa,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,19/2/1900,"north america, usa, hawaii, kaiwiki"
hemignathus wilsoni,hemignathus wilsoni,2e0506ad-2397-46c6-bb61-2959b27675cd,preservedspecimen,37242,orn,henry wetherbee henshaw,,,14542.0,,1900-02-14T00:00:00+00:00,0.2898550724637681,1900-02-14,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",hemignathus,"{""lat"": 19.76667, ""lon"": -155.15}",mcz,kaiwiki,,,14/2/1900,"north america, usa, hawaii, kaiwiki"
himatione sanguinea sanguinea,himatione sanguinea,e45fa490-ed74-4c73-bf7c-9654c35ae72b,preservedspecimen,55604,orn,milton j. flood,,,347215.10572,maui,1894-12-25T00:00:00+00:00,0.2753623188405797,1894-12-25,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""dwc_originalnameusageid_added"", ""gbif_canonicalname_added"", ""gbif_taxon_corrected"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_parentnameusageid_added"", ""dwc_continent_replaced""]",himatione,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,25/12/1894,"pacific ocean, usa, hawaii"
palmeria dolei,palmeria dolei,a40f32ab-2f75-4288-98bc-4effdac84a6c,preservedspecimen,134727,orn,robert cyril layton perkins,,,347215.10572,maui,1893-06-25T00:00:00+00:00,0.2898550724637681,1893-06-25,,"[""geopoint_datum_error"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_taxonid_added"", ""dwc_taxonomicstatus_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",palmeria,"{""lat"": 20.88033, ""lon"": -157.04823}",mcz,,,,25/6/1893,"pacific ocean, usa, hawaii"
chlorodrepanis virens,chlorodrepanis virens,6f9c8b79-f639-4b62-ab30-366f3ae474c3,preservedspecimen,uaz-018286,ornithology,charles van riper iii | 326,hawaii amakihi,"[""Hawaii Amakihi""]",,hawaii,1973-06-03T00:00:00+00:00,0.34782608695652173,1973-06-03,,"[""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",chlorodrepanis,"{""lat"": 19.83667, ""lon"": -155.59806}",uaz,"puu laau, 7500+/-'",,,3 june 1973,"united states of america | hawaii | hawaii | puu laau, 7500+/-'"
haemorhous mexicanus,haemorhous mexicanus,bdd59c12-7081-401e-b469-b1298f416162,preservedspecimen,uaz-018249,ornithology,charles van riper iii | 594,house finch,"[""House Finch""]",,hawaii,1974-05-31T00:00:00+00:00,0.3333333333333333,1974-05-31,,"[""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",haemorhous,"{""lat"": 19.83667, ""lon"": -155.59806}",uaz,"puu laau, 7000+/-'",,,31 may 1974,"united states of america | hawaii | hawaii | puu laau, 7000+/-'"
psittirostra kona,chloridops kona,02c47b51-77b9-4ecd-aa43-c8c56005a867,preservedspecimen,62828,birds,"palmer, h c",,,87816,hawaii county,1891-10-13T00:00:00+00:00,0.30434782608695654,1891-10-13,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chloridops,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 12926,18911013,hawaii island
loxops virens,chlorodrepanis virens,41b6ec4d-8d6e-445d-b380-b85b6a180bbb,preservedspecimen,62738,birds,"palmer, h c",,,48015.168,hawaii county,1893-08-10T00:00:00+00:00,0.37681159420289856,1893-08,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added""]",chlorodrepanis,"{""lat"": 19.483395, ""lon"": -155.836372}",rom,"kona, hawaii island",,jhf 12944,18930800,"kona, hawaii island"
haemorhous mexicanus,haemorhous mexicanus,f12f20da-5732-4ab6-9579-d9828cfa6907,preservedspecimen,mvz:bird:12608,bird,collector(s): annie m. alexander,,,729.0,honolulu county,1910-02-16T19:10:00-16:00,0.42028985507246375,1910-02-16/1910-02-16,,"[""geopoint_datum_error"", ""dwc_continent_added"", ""idigbio_isocountrycode_added""]",haemorhous,"{""lat"": 21.2816295623, ""lon"": -157.7374267578}",mvz,"niu, oahu, hawaiian islands, oahu",,annie m. alexander 461,16 feb 1910,"niu, oahu"
oreomystis bairdi,oreomystis bairdi,93fc7f40-e4d6-442b-8c55-275f4e8e6979,preservedspecimen,19424,bird,f. richardson,,,5343.048,kauai,1960-07-20,0.3333333333333333,,not recorded,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""idigbio_isocountrycode_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonomicstatus_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added"", ""dwc_continent_replaced""]",oreomystis,"{""lat"": 22.100372, ""lon"": -159.603312}",uwbm,hawaii: kauai county; hawaiian islands; kauai; koaie river; 3750 ft,0.0,,20 july 1960,
psittirostra kona,chloridops kona,4f17dfab-2eba-478b-a3de-68baa5ff48bd,preservedspecimen,62830,birds,"palmer, h c",,,87816,hawaii county,1891-09-26T00:00:00+00:00,0.30434782608695654,1891-09-26,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chloridops,"{""lat"": 19.5953659, ""lon"": -155.4261626}",rom,hawaii island,,jhf 27207; hcp 1330,18910926,hawaii island
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,69a7d85c-6661-456a-8f23-090a862fac3d,preservedspecimen,156651,birds,"baker, a j",,,19835421,kauai county,1991-08-02T00:00:00+00:00,0.3188405797101449,1991-08-02,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 21.9758333, ""lon"": -159.3386111}",rom,"lihue airport, kauai island",,ajb 5724,19910802,"lihue airport, kauai island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,f3e84d97-b24a-4019-b52c-f4d43c5c36f0,preservedspecimen,155093,birds,"baker, a j",,,10558402,honolulu county,1991-07-26T00:00:00+00:00,0.3188405797101449,1991-07-26,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 21.347857, ""lon"": -157.721308}",rom,"waimanola, oahu island",,ajb 5663,19910726,"waimanola, oahu island"
carpodacus mexicanus frontalis,haemorhous mexicanus frontalis,8afb7961-811e-4ec2-8574-ed1582b7a5f4,preservedspecimen,155076,birds,"baker, a j",,,10558402,honolulu county,1991-07-26T00:00:00+00:00,0.3188405797101449,1991-07-26,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_specificepithet_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""dwc_multimedia_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",haemorhous,"{""lat"": 21.347857, ""lon"": -157.721308}",rom,"waimanola, oahu island",,ajb 5651,19910726,"waimanola, oahu island"
loxops virens,chlorodrepanis virens,ce118575-3816-41eb-8d64-9be60a8127bc,preservedspecimen,62729,birds,"palmer, h c",,,45437053,honolulu county,1893-05-10T00:00:00+00:00,0.37681159420289856,1893-05,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added""]",chlorodrepanis,"{""lat"": 21.633909, ""lon"": -157.9546}",rom,"koolauloa, oahu island",,jhf 12947,18930500,"koolauloa, oahu island"
himatione sanguinea sanguinea,himatione sanguinea,1a43574a-2e41-4ff4-8026-bab515a1cfc2,preservedspecimen,68429,birds,"whitely, hal",,,,hawaii,1931-12-08T00:00:00+00:00,0.2028985507246377,1931-12-08,,"[""geopoint_datum_missing"", ""gbif_vernacularname_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_scientificnameauthorship_added"", ""dwc_multimedia_added"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_continent_replaced"", ""dwc_stateprovince_replaced"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.421097, ""lon"": -155.286762}",ummz,kilauea section,,,,
himatione sanguinea,himatione sanguinea,2ef1c923-19b9-4bae-8930-2a8430f8e323,preservedspecimen,mvz:bird:7029,bird,collector(s): loye h. miller,,,16258.0,honolulu county,1903-05-16T19:03:00-16:00,0.4057971014492754,1903-05-16/1903-05-16,,"[""geopoint_datum_error"", ""dwc_continent_added"", ""idigbio_isocountrycode_added""]",himatione,"{""lat"": 21.4810009002, ""lon"": -158.125}",mvz,"waianae mts., oahu, hawaiian islands, oahu",,,16 may 1903,waianae mts.
vestiaria coccinea,vestiaria coccinea,da563a99-12a1-494d-94c1-a4a4e558747f,preservedspecimen,15818.0,birds,,iiwi,"[""Iiwi""]",347215.1057,,,0.18840579710144928,,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_scientificnameauthorship_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_replaced"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected""]",vestiaria,"{""lat"": 20.8803313, ""lon"": -157.0482326}",omnh,sandwich islands,,,,
hemignathus virens,chlorodrepanis virens,2162d982-fc02-4aa2-a7cf-ae48d5bb8fc7,preservedspecimen,179989,vz-bpbm,p & h baker,common 'amakihi,"[""Common 'Amakihi""]",,,,0.18840579710144928,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""gbif_reference_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_vernacularname_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_family_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_originalnameusageid_added"", ""dwc_genus_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""gbif_taxon_corrected"", ""gbif_canonicalname_added""]",chlorodrepanis,"{""lat"": 20.77, ""lon"": -156.23}",bpbm,"haleakala national park, hosmer grove",,collector number: --,14 may 1995,hale np. hosmer grove
paroreomyza montana,paroreomyza montana,aa298ffc-8a38-4281-8759-86ca20a46865,preservedspecimen,184042,vz-bpbm,p e baker,"maui nui `alauahio, maui creeper, maui `alauahio","[""Maui Nui `Alauahio, Maui Creeper, Maui `Alauahio""]",,,,0.2028985507246377,,,"[""geopoint_datum_error"", ""geopoint_low_precision"", ""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",paroreomyza,"{""lat"": 20.77, ""lon"": -156.24}",bpbm,"haleakala national park, hosmer grove area",,collector number: --,18 jul 1994,hosmer grove area.
himatione sanguinea,himatione sanguinea,dd4f8fec-96ac-422c-b2cd-6cd75be3bc33,preservedspecimen,3230,vz-bbm,h w henshaw,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,17 aug 1901,"kaiwiki, hawaii"
himatione sanguinea,himatione sanguinea,53261b81-e432-4cc5-8901-858c5ab40b33,preservedspecimen,1608,vz-bbm,a seale,`apapane,"[""`Apapane""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 21.4838, ""lon"": -158.129}",bpbm,waianae mts.,,collector number: as 1712,30 jan 1901,"waianae mts, oahu"
loxops coccineus,loxops coccineus,cd53af5a-d30f-43f3-afab-3e962e81374b,preservedspecimen,3254,vz-bbm,h w henshaw,hawai'i 'akepa,"[""Hawai'i 'Akepa""]",,,,0.21739130434782608,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",loxops,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,21 nov 1900,"kaiwiki, hawaii = from copy of old catalog: aves 2301-4800"
himatione sanguinea,himatione sanguinea,3610cfbe-a84d-48c0-ab68-a26240f97a24,preservedspecimen,175986,vz-bpbm,,`apapane,"[""`Apapane""]",,,,0.18840579710144928,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",himatione,"{""lat"": 19.6145, ""lon"": -155.559}",bpbm,,,,--,"hawaii: hawaii, manua kea (w slope of puu o kauha) [ca 19.30 degrees n 155.57 degrees w], 2395 +/- m. = from card catalog"
vestiaria coccinea,vestiaria coccinea,14bfd81a-78c7-45ce-8ff6-c106bff96197,preservedspecimen,3317,vz-bbm,h w henshaw,`i`iwi,"[""`I`iwi""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 19.7548, ""lon"": -155.145}",bpbm,kaiwiki,,collector number: --,17 aug 1901,"kaiwiki, hawaii"
paroreomyza montana,paroreomyza montana,ee240f89-b78a-41c8-ae41-4b99ee5ce179,preservedspecimen,177021,vz-bpbm,r c fleischer,"maui nui `alauahio, maui creeper, maui `alauahio","[""Maui Nui `Alauahio, Maui Creeper, Maui `Alauahio""]",,,,0.2318840579710145,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""dwc_continent_added"", ""gbif_reference_added"", ""dwc_parentnameusageid_added""]",paroreomyza,"{""lat"": 20.8088, ""lon"": -156.352}",bpbm,,,collector number: rcf2914,05 jan 1988,poli poli park area
vestiaria coccinea,vestiaria coccinea,ab42137a-2b75-4708-aba1-8e9992bcde2e,preservedspecimen,4708,vz-bbm,,`i`iwi,"[""`I`iwi""]",,,,0.15942028985507245,,,"[""dwc_family_replaced"", ""gbif_vernacularname_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_taxonid_added"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_country_replaced"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_canonicalname_added"", ""dwc_scientificnameauthorship_added"", ""gbif_reference_added"", ""dwc_originalnameusageid_added""]",vestiaria,"{""lat"": 21.1401, ""lon"": -157.012}",bpbm,,,,,
